,id_resol,año,cargos,códigos,Empresa denunciada,Multas,Medidas correctivas,dec_fav_denunciante,cargos limpio
121,0827-2011/SPC-INDECOPI,2011,"Se denuncio lo siguiente 
(i) El 11 de marzo de 2009, contrató el servicio de transporte Lima –
Chimbote el cual tuvo como hora de partida las 23:15 horas;
(ii) su equipaje de mano era un maletín conteniendo una computadora
portátil marca Toshiba;
(iii) durante el transcurso del viaje y en horas de la madrugada, el bus
efectuó una parada en la ciudad de Casma, permitiendo la bajada de
algunos pasajeros, sin embargo dicha escala no fue informada a todos
los pasajeros, pues no se prendieron las luces ni se efectuó el aviso
correspondiente;
(iv) al llegar al terminal de la empresa en la ciudad de Chimbote, se percató
que su computadora no se encontraba en su maletín, informando a la
tripulación lo ocurrido, procediéndose a revisar a los pasajeros y al
ómnibus, sin embargo dicho bien no fue hallado; y,
(v) cuando solicitó información al personal de Tepsa sobre las identidades
de las personas que bajaron en el transcurso del viaje, le informaron
que seis personas compraron pasajes y que algunos no contaban con
documentos de identidad.","ser1,seg2,seg5",TRANSPORTES EL PINO S.A.C.,0,0,0,denuncio siguiente i 11 marzo 2009 contrató servicio transporte lima chimbote hora partida 23 15 horas ii equipaje mano maletín conteniendo computadora portátil marca toshiba iii transcurso viaje horas madrugada bus efectuó parada ciudad casma permitiendo bajada pasajeros embargo dicha escala informada pasajeros pues prendieron luces efectuó aviso correspondiente iv llegar terminal empresa ciudad chimbote percató computadora encontraba maletín informando tripulación ocurrido procediéndose revisar pasajeros ómnibus embargo dicho bien hallado v solicitó información personal tepsa identidades personas bajaron transcurso viaje informaron seis personas compraron pasajes contaban documentos identidad
122,0907-2011/SPC-INDECOPI,2011,"indicó que Transportes Horna no contaba
con un local apropiado para el embarque y desembarque de pasajeros y sus
respectivos equipajes, lo que habría facilitado la pérdida sufrida. Asimismo,
precisó que el maletín extraviado contenía prendas de vestir y artículos de
aseo personal,",ser2,EMPRESA DE TRANSPORTES HORNA E HIJOS S.R.L.,0,0,0,indicó transportes horna contaba local apropiado embarque desembarque pasajeros respectivos equipajes facilitado pérdida sufrida asimismo precisó maletín extraviado contenía prendas vestir artículos aseo personal
123,0958-2011/SPC-INDECOPI,2011,"debido a que durante la
prestación del servicio de transporte terrestre contratado para ser trasladada
de Arequipa a Pisco el 17 de febrero de 2010, la denunciada extravió el
equipaje entregado en custodia y se negó a atender el requerimiento de
información realizada por la denunciante sobre dicha pérdida.",ser2,EXPRESO INTERNACIONAL ORMEÑO S.A.,5 UIT,175,1,debido prestación servicio transporte terrestre contratado ser trasladada arequipa pisco 17 febrero 2010 denunciada extravió equipaje entregado custodia negó atender requerimiento información realizada denunciante dicha pérdida
124,1044-2011/SPC-INDECOPI,2011,"señaló que el 10 de febrero de 2010, entregó a
la denunciada un proyector multimedia marca Epson3 para ser remitido a la
ciudad de Andahuaylas; sin embargo, no llego a su destino. Por ello, solicitó
la devolución del valor del proyector extraviado, los costos y gastos derivados
de su estadía en Lima, y las costas y costos del procedimiento.",ser2,Transportes Wari S.A.C.,3 UIT,0,1,señaló 10 febrero 2010 entregó denunciada proyector multimedia marca epson3 ser remitido ciudad andahuaylas embargo llego destino ello solicitó devolución valor proyector extraviado costos gastos derivados estadía lima costas costos procedimiento
125,1086-2011/SPC-INDECOPI,2011,"señaló que contrató con la denunciada el
servicio de transporte terrestre para ser trasladado de Huanta a Lima el día
16 de abril de 2010, entregándole en custodia dos (2) bultos y una maleta, sin
embargo, esta última fue extraviada en el transcurso del viaje.",ser2,EXPRESO ANTEZANA HNOS S.A.,4 UIT,175,1,señaló contrató denunciada servicio transporte terrestre ser trasladado huanta lima día 16 abril 2010 entregándole custodia dos 2 bultos maleta embargo última extraviada transcurso viaje
126,1300-2011/SPC-INDECOPI,2011,"precisó que el equipaje extraviado
consistía en un maletín que contenía ropa nueva y una bolsa de plástico con
repuestos de motos, todo ello valorizado, acreditando ello
mediante boletas de venta, una declaración jurada de bienes y copia de la
denuncia verbal presentada por la pérdida de equipaje el 7 de mayo de 2010,
ante la Comisaría de Piura. Asimismo, indicó que no se le hizo entrega del
boleto de viaje.",ser2,SECHURA TOURS S.R.LTDA.,0,0,0,precisó equipaje extraviado consistía maletín contenía ropa nueva bolsa plástico repuestos motos ello valorizado acreditando ello mediante boletas venta declaración jurada bienes copia denuncia verbal presentada pérdida equipaje 7 mayo 2010 comisaría piura asimismo indicó hizo entrega boleto viaje
127,1312-2011/SPC-INDECOPI,2011,"el servicio de encomiendas a fin que transporte a la ciudad de Piura una laptop
valorizada en US $ 1 300,00, la cual tenía como destinatario al denunciante. Al
contratar el servicio, el señor Ibáñez indicó que estaba enviando una laptop; sin
embargo, el personal encargado de dicho servicio se negó a dejar consignado
ello en la factura respectiva, limitándose a adjuntar la guía de remisión en la cual
se detallaban los datos del equipo enviado. El 10 de abril de 2010, el señor
Merino acudió al establecimiento de Turismo Civa a fin de recoger la
encomienda, siendo que al abrir la caja en presencia del personal de la empresa,
notó que dentro de la misma no se encontraba la laptop,",ser2,TURISMO CIVA S.A.C.,0,0,0,servicio encomiendas fin transporte ciudad piura laptop valorizada us 1 300 00 destinatario denunciante contratar servicio señor ibáñez indicó enviando laptop embargo personal encargado dicho servicio negó dejar consignado ello factura respectiva limitándose adjuntar guía remisión detallaban datos equipo enviado 10 abril 2010 señor merino acudió establecimiento turismo civa fin recoger encomienda siendo abrir caja presencia personal empresa notó dentro misma encontraba laptop
128,1313-2011/SPC-INDECOPI,2011,"manifestó que el 2 de marzo de 2010,
contrató con Turismo Civa el servicio de encomienda a fin de transportar a la
ciudad de Piura dos bultos ― una maleta azul que contenía objetos
valorizados en S/. 5 380,00 y una bolsa “matutera”―. El 6 de marzo de 2010,
el señor Quevedo se dirigió al establecimiento del denunciado para recoger la
encomienda, siendo informado que sólo había llegado uno de los bultos, la
bolsa “matutera”, y que la maleta aún no había sido transportada. Sin
embargo, pese a sus constantes requerimientos, la maleta no pudo ser
ubicada.",ser2,TURISMO CIVA S.A.C.,3 UIT,0,1,manifestó 2 marzo 2010 contrató turismo civa servicio encomienda fin transportar ciudad piura dos bultos maleta azul contenía objetos valorizados s 5 380 00 bolsa matutera 6 marzo 2010 señor quevedo dirigió establecimiento denunciado recoger encomienda siendo informado sólo llegado bultos bolsa matutera maleta aún sido transportada embargo pese constantes requerimientos maleta pudo ser ubicada
129,1374-2011/SPC-INDECOPI,2011,"señaló que el 27 de mayo de 2009 en horas de la mañana
se dirigió a las instalaciones de la denunciada, entregándole en custodia el
equipaje que transportaría en el viaje de Lima a Tingo María programado
para las 19:30 horas, siendo el caso que al finalizar la tarde, le informaron
que su equipaje se había extraviado, viéndose forzado a cancelar el viaje que
iba a realizar por el tiempo que le llevaría presentar su reclamo y la denuncia
policial respectiva.",ser2,Empresa de Transporte Junín S.R.L.,1.5 UIT,0,1,señaló 27 mayo 2009 horas mañana dirigió instalaciones denunciada entregándole custodia equipaje transportaría viaje lima tingo maría programado 19 30 horas siendo caso finalizar tarde informaron equipaje extraviado viéndose forzado cancelar viaje iba realizar tiempo llevaría presentar reclamo denuncia policial respectiva
130,1423-2011/SPC-INDECOPI,2011,"abordó un ómnibus de Crisolitos Express a fin que la trasladen desde la
ciudad de Lima a la ciudad de Chiclayo, entregando su equipaje para que sea
guardado en la bodega. Al llegar a su destino, recogió su equipaje
observando que el mismo presentaba quemaduras, hecho que motivó que
reclamara ante el personal de la denunciada. Sin embargo, al no obtener
ninguna solución, acudió a la Comisaría César Llatas Castro a efectos de
presentar su denuncia y dejar constancia de los daños ocasionados en su
equipaje.",ser2,CRISOLITOS EXPRESS E.I.R.L.,0,0,0,abordó ómnibus crisolitos express fin trasladen ciudad lima ciudad chiclayo entregando equipaje guardado bodega llegar destino recogió equipaje observando mismo presentaba quemaduras hecho motivó reclamara personal denunciada embargo obtener ninguna solución acudió comisaría césar llatas castro efectos presentar denuncia dejar constancia daños ocasionados equipaje
131,1964-2011/SPC-INDECOPI,2011,"En su denuncia, señaló que el 21 de febrero de 2010 entregó a Transportes
Salazar tres (3) maletines que transportaría en el viaje de Concepción a Lima
programado para las 23:00 horas, siendo que posteriormente le informaron
que uno de los maletines, el correspondiente al Ticket, se habia extraviado. Agregó que no había dado respuesta a su reclamo presentado
mediante carta notarial. Finalmente, solicitó la reposición de los bienes
contenidos en el maletín",ser2,EMPRESA DE TRANSPORTES SALAZAR E.I.R.L.,1.5 UIT,150,1,denuncia señaló 21 febrero 2010 entregó transportes salazar tres 3 maletines transportaría viaje concepción lima programado 23 00 horas siendo posteriormente informaron maletines correspondiente ticket habia extraviado agregó dado respuesta reclamo presentado mediante carta notarial finalmente solicitó reposición bienes contenidos maletín
132,1720-2011/SPC-INDECOPI,2011,"señaló que el 23 de julio de 2010 se dirigió a las
instalaciones de Oltursa, entregándole en custodia un (1) maletín y dos (2)
bolsas que transportaría en el viaje de Lima a Chiclayo programado para las
20:30 horas, siendo que posteriormente le informaron que una de las bolsas
se había extraviado. Agregó que su equipaje contenía objetos personales resaltando que se encontraba impedida de
presentar los comprobantes de pago debido a que se encontraban en la
bolsa extraviada.",ser2,EMPRESA DE TRANSPORTE TURÍSTICO OLANO S.A.,3 UIT,0,1,señaló 23 julio 2010 dirigió instalaciones oltursa entregándole custodia 1 maletín dos 2 bolsas transportaría viaje lima chiclayo programado 20 30 horas siendo posteriormente informaron bolsas extraviado agregó equipaje contenía objetos personales resaltando encontraba impedida presentar comprobantes pago debido encontraban bolsa extraviada
133,1754-2011/SPC-INDECOPI,2011,"debido a que durante la prestación del servicio
de transporte terrestre contratado para ser trasladado de Lima a Trujillo, el 11
de agosto de 2010 a las 22:20 horas, la denunciada extravió el equipaje
entregado en custodia. Asimismo, solicitó la devolución de la suma de
S/. 1 500,00 correspondiente al valor de la maleta y su contenido.",ser2,TURISMO CIVA S.A.C.,5 UIT,400,1,debido prestación servicio transporte terrestre contratado ser trasladado lima trujillo 11 agosto 2010 22 20 horas denunciada extravió equipaje entregado custodia asimismo solicitó devolución suma s 1 500 00 correspondiente valor maleta contenido
134,1825-2011/SPC-INDECOPI,2011,"Señaló que contrató los servicios de la denunciada para viajar desde la
ciudad de Lima hacia Piura el 12 de junio de 2010, siendo que en la
madrugada del 13 de junio de 2010 el bus fue asaltado por delincuentes,
quienes lo despojaron de una lap top, maletín, mouse óptico, memoria USB,
billetera, tarjetas de crédito, documento de identidad, documentos personales",ser1,TURISMO CIVA S.A.C.,30 UIT,0,1,señaló contrató servicios denunciada viajar ciudad lima hacia piura 12 junio 2010 siendo madrugada 13 junio 2010 bus asaltado delincuentes despojaron lap top maletín mouse óptico memoria usb billetera tarjetas crédito documento identidad documentos personales
135,3034-2011/SPC-INDECOPI,2011,"el denunciante le remitió desde Nazca3
,
siendo que esta habría sido entregada a una tercera persona que consignó
en la constancia de entrega, el número de documento nacional de identidad
(DNI) del señor y una firma ilegible. Asimismo, la denunciada no habría
dado respuesta a los reclamos formulados mediante cartas notariales.","ser2,ser11,ser12,ser7",EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C.,6 UIT,600,1,denunciante remitió nazca3 siendo sido entregada tercera persona consignó constancia entrega número documento nacional identidad dni señor firma ilegible asimismo denunciada dado respuesta reclamos formulados mediante cartas notariales
136,1921-2011/SPC-INDECOPI,2011,"(i) El 3 de julio de 2009, adquirió un boleto de viaje (No 014378) para la
ruta Tumbes – Trujillo en el primer nivel del bus de placa UQ-2038, el

(ii) al subir al bus, advirtió que este no contaba con televisión ni música y
además la empresa no cumplía con implementar las medidas de
seguridad, pues los usuarios abordaban el vehículo en la vía pública y
no se les solicitaba su DNI, no se les revisaba el equipaje de mano, no
se les filmaba ni utilizaba detector de metales;
(iii) durante el transcurso del viaje (al llegar a Chiclayo) y en horas de la
madrugada, cambiaron a los pasajeros a un bus de otra empresa
(Moderno Express Turismo S.A.C.) el cual tenía características distintas
al servicio contratado;
(iv) al llegar a su destino, procedió a solicitar el equipaje que había sido
colocado en la bodega del bus (con el ticket que le entregaron), pero su
maleta no estaba.","ser2,ser5,o5",MERLY ROXANA GUEVARA BARRETO,2 UIT,180,1,i 3 julio 2009 adquirió boleto viaje 014378 ruta tumbes trujillo primer nivel bus placa uq-2038 ii subir bus advirtió contaba televisión música además empresa cumplía implementar medidas seguridad pues usuarios abordaban vehículo vía pública solicitaba dni revisaba equipaje mano filmaba utilizaba detector metales iii transcurso viaje llegar chiclayo horas madrugada cambiaron pasajeros bus empresa moderno express turismo s c características distintas servicio contratado iv llegar destino procedió solicitar equipaje sido colocado bodega bus ticket entregaron maleta
137,2099-2011/SPC-INDECOPI,2011,"Adquirió de Transportes Palomino un boleto de viaje para la ruta Lima-
Cusco-Abancay cuya fecha de partida era el 26 de enero de 2010;

(ii) luego de haber entregado su equipaje en el área de embarque; el viaje
fue cancelado y, posteriormente, la denunciada la ubicó en otro bus (ruta
Lima-Abancay), informándole que su equipaje sería trasladado a la
bodega de dicho vehículo; y,
(iii) Transportes Palomino no le entregó su equipaje, indicándole en un
primer momento que el mismo había sido trasladado por error a
Arequipa, siendo que luego se le informó que se había extraviado.","ser2,ser5,ser14",EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C.,1.5 UIT,700,1,adquirió transportes palomino boleto viaje ruta lima- cusco-abancay cuya fecha partida 26 enero 2010 ii luego haber entregado equipaje área embarque viaje cancelado posteriormente denunciada ubicó bus ruta lima-abancay informándole equipaje trasladado bodega dicho vehículo iii transportes palomino entregó equipaje indicándole primer momento mismo sido trasladado error arequipa siendo luego informó extraviado
138,2093-2011/SPC-INDECOPI,2011,"Señaló que contrató los servicios de la
denunciada para viajar desde la ciudad de Chiclayo hacia Lima el 15 de
agosto de 2010, siendo que el bus se incendió al poco tiempo de iniciado el
viaje. Asimismo, solicitó que en calidad de medida correctiva se le hiciera
entrega de S/. 5 000,00, monto en el cual se encontraba valorizado el
contenido del equipaje que perdió a causa de dicho siniestro.","ser3,ser2",TURISMO TITANIC S.A.,1 UIT,350,1,señaló contrató servicios denunciada viajar ciudad chiclayo hacia lima 15 agosto 2010 siendo bus incendió tiempo iniciado viaje asimismo solicitó calidad medida correctiva hiciera entrega s 5 000 00 monto encontraba valorizado contenido equipaje perdió causa dicho siniestro
139,2293-2011/SPC-INDECOPI,2011,"El 15 de mayo de 2008, adquirió de la denunciada un boleto de viaje a
fin de transportarse desde la ciudad de Juliaca con destino a Ilo por el
precio de S/. 25,00;
(ii) al abordar el bus, entregó su equipaje consistente en seis cajas de
queso; sin embargo, alegando que tenía exceso de peso, la denunciada
desapareció una de dichas cajas valorizada en S/. 560,00; y,
(iii) después de algunos días, regresó a las oficinas de Transportes San
Cristóbal a fin de solucionar el problema; no obstante, esta se negó arribar a acuerdo alguno y, por el contrario, recibió un maltrato de su
parte.","ser15,ser2,c11",EMPRESA DE TRANSPORTES SAN CRISTÓBAL DEL SUR E.I.R.L.,1 UIT,0,1,15 mayo 2008 adquirió denunciada boleto viaje fin transportarse ciudad juliaca destino ilo precio s 25 00 ii abordar bus entregó equipaje consistente seis cajas queso embargo alegando exceso peso denunciada desapareció dichas cajas valorizada s 560 00 iii después días regresó oficinas transportes san cristóbal fin solucionar problema obstante negó arribar acuerdo alguno contrario recibió maltrato parte
140,2299-2011/SPC-INDECOPI,2011,"(i) En el servicio prestado mediante bus de placa UH-2439 no se
colocaban tickets en los equipajes de los pasajeros, con la finalidad de
identificarlos; así como no se revisaba a los pasajeros y/o su equipaje
de mano empleando detectores de metales y filmadora.
(ii) el bus de placa VG-9389 no contaba con tarjeta de circulación,
transportaba pasajeros en el pasadizo, así como no se revisaba a los
pasajeros y/o su equipaje de mano empleando detectores de metales;
(iii) los conductores del bus de placa VG-9706 que cubrieron la ruta
Arequipa-Cusco eran los mismos que cubrieron inmediatamente
después la ruta Cusco-Arequipa; y,
(iv) existió un retraso de once (11) minutos en la salida del bus de placa
VG-7005.","ser4,ser5,ser10",JULSA ÁNGELES TOURS S.A.C.,0,0,0,i servicio prestado mediante bus placa uh-2439 colocaban tickets equipajes pasajeros finalidad identificarlos así revisaba pasajeros equipaje mano empleando detectores metales filmadora ii bus placa vg-9389 contaba tarjeta circulación transportaba pasajeros pasadizo así revisaba pasajeros equipaje mano empleando detectores metales iii conductores bus placa vg-9706 cubrieron ruta arequipa-cusco mismos cubrieron inmediatamente después ruta cusco-arequipa iv existió retraso once 11 minutos salida bus placa vg-7005
141,2361-2011/SPC-INDECOPI,2011,"señaló haber contratado los servicios de la denunciada
para viajar desde la ciudad de Chiclayo hacia Trujillo el 9 de junio de 2010, en
el horario de las 05:30 horas, percatándose de que al abordar el bus no se
adoptaban medidas de seguridad, tales como, filmar a los pasajeros, solicitar
la exhibición del documento de identidad, utilizar detectores de metales, entre
otros. Agregó que, producto de esas deficiencias y de paradas en paraderos
no autorizados, se le sustrajo un bolso que contenía su billetera con
documentos personales, joyas, una cámara fotográfica, filmadora, así como","ser2,seg5",EMPRESA DE TRANSPORTES AVE FÉNIX S.A.C.,3 UIT,0,1,señaló haber contratado servicios denunciada viajar ciudad chiclayo hacia trujillo 9 junio 2010 horario 05 30 horas percatándose abordar bus adoptaban medidas seguridad tales filmar pasajeros solicitar exhibición documento identidad utilizar detectores metales agregó producto deficiencias paradas paraderos autorizados sustrajo bolso contenía billetera documentos personales joyas cámara fotográfica filmadora así
142,2597-2011/SPC-INDECOPI,2011,"se denuncio debido a que no cumplió con entregar a su destinatario la encomienda que
envió desde la ciudad de Huamanga con destino a Lima, consistente en
bolsas que contenían: (i) Trescientos veintiséis (326) piezas de chompas de
hilo y lana; (ii) ciento veinte (120) ganchos para colgar ropa; y, (iii) veintiséis
(26) piezas de tubos para levantar una carpa.",ser2,TURISMO ESPINOZA E.I.R.L.,2.50 UIT,0,1,denuncio debido cumplió entregar destinatario encomienda envió ciudad huamanga destino lima consistente bolsas contenían i trescientos veintiséis 326 piezas chompas hilo lana ii ciento veinte 120 ganchos colgar ropa iii veintiséis 26 piezas tubos levantar carpa
143,2676-2011/SPC-INDECOPI,2011,"Se denuncio debido a que el bus de placa VG-8309 que lo trasladaría desde
la ciudad de Huari con destino a Huaraz, se retrasó en el horario de partida
fijado para las 21:00 horas del 11 de setiembre de 2011, iniciándose el viaje a
las 02:50 horas de la madrugada del día siguiente.
2. Agregó que tras sufrir un percance durante el transcurso del viaje, su esposa
tuvo que acercarse a las instalaciones de la denunciada a reclamar su
maletín de mano, sin embargo, este le fue entregado incompleto al no
encontrarse en su interior su lap top y un proyector multimedia.","ser2,ser5",EMPRESA DE TRANSPORTES SANDOVAL S.R.L.,0,0,0,denuncio debido bus placa vg-8309 trasladaría ciudad huari destino huaraz retrasó horario partida fijado 21 00 horas 11 setiembre 2011 iniciándose viaje 02 50 horas madrugada día siguiente 2 agregó tras sufrir percance transcurso viaje esposa acercarse instalaciones denunciada reclamar maletín mano embargo entregado incompleto encontrarse interior lap top proyector multimedia
144,2714-2011/SPC-INDECOPI,2011,"debido a que no
cumplió con entregarle la encomienda que le fue remitida desde la ciudad de
Tumbes, consistente en cuatro (4) cajas que contenían medicinas, siendo
que esta habría sido entregada a una tercera persona. Asimismo, solicitó
como medida correctiva la entrega del valor de la mercadería extraviada
ascendente a","ser2,ser16",TURISMO CIVA S.A.C.,0,0,0,debido cumplió entregarle encomienda remitida ciudad tumbes consistente cuatro 4 cajas contenían medicinas siendo sido entregada tercera persona asimismo solicitó medida correctiva entrega valor mercadería extraviada ascendente
145,3284-2011/SPC-INDECOPI,2011,"debido a que
durante la prestación del servicio de transporte terrestre en la ruta
Lima-Supe, la denunciada extravió el equipaje entregado en custodia Asimismo, solicitó como medida correctiva, la entrega del valor de los bienes
contenidos en la maleta,",ser2,EMPRESA DE TRANSPORTES TURISMO PARAMONGA S.A.,1.5 UIT,75,1,debido prestación servicio transporte terrestre ruta lima-supe denunciada extravió equipaje entregado custodia asimismo solicitó medida correctiva entrega valor bienes contenidos maleta
146,3425-2011/SPC-INDECOPI,2011,"en el bus de placa UZ-1822
que cubría la ruta Cusco-Quillibamba, se constató lo siguiente:
(i) Uno de los conductores de retén no contaba con licencia de conducir;
(ii) no se colocaban tickets en los equipajes de los pasajeros, con la
finalidad de identificarlos;
(iii) no se filmaba a los pasajeros que abordaban el bus;
(iv) no se revisaba los equipajes de mano, ni a los pasajeros, utilizando
detectores de metales; y,
(v) los asientos del bus no contaban con cinturones de seguridad.","seg5
",SELVA SUR S.R.L. - EXPRESO SELVA SUR,0,0,0,bus placa uz-1822 cubría ruta cusco-quillibamba constató siguiente i conductores retén contaba licencia conducir ii colocaban tickets equipajes pasajeros finalidad identificarlos iii filmaba pasajeros abordaban bus iv revisaba equipajes mano pasajeros utilizando detectores metales v asientos bus contaban cinturones seguridad
147,3491-2011/SPC-INDECOPI,2011,"Señaló que durante la prestación del servicio de transporte terrestre en la ruta
Tarma-Lima, el 4 de marzo de 2010, la denunciada extravió el equipaje
entregado en custodia, motivo por el cual solicitó como medida correctiva, el
reembolso de la suma de S/. 1 236,00 correspondiente al valor del contenido
de su maleta.",ser2,EMPRESA DE TRANSPORTES LOS CANARIOS S.R.L.,0,0,0,señaló prestación servicio transporte terrestre ruta tarma-lima 4 marzo 2010 denunciada extravió equipaje entregado custodia motivo solicitó medida correctiva reembolso suma s 1 236 00 correspondiente valor contenido maleta
148,3549-2011/SPC-INDECOPI,2011,"debido a que dicho proveedor habría entregado a un tercero, la encomienda
que le fuera remitida por su señora esposa desde Abancay3

, siendo que en la
constancia de entrega la firma consignada no le correspondía. Por ello,
solicitó la restitución de la encomienda o el reembolso de la misma","ser2,ser11,ser12",EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C.,1.5 UIT,0,1,debido dicho proveedor entregado tercero encomienda remitida señora esposa abancay3 siendo constancia entrega firma consignada correspondía ello solicitó restitución encomienda reembolso misma
149,1756-2010/SPC-INDECOPI,2010,"(i) Que el 17 de diciembre de 2008, adquirió de la empresa Ronco Perú un
boleto para la ruta Chiclayo - Lima, en dicha oportunidad contaba con 13
equipajes, los cuales entregó a la denunciada;
(ii) al llegar a la ciudad de Lima, el 18 de diciembre de 2008, la empresa
denunciada no cumplió con devolverle dos de las maletas que entregó
como equipaje;
(iii) ante su reclamo, Ronco Perú alegó que ya le había entregado dicho
equipaje, hecho que no sería cierto ya que aún cuenta con los tickets de
las maletas faltantes;
(iv) solicitó una constatación policial ante la comisaría del sector, la cual
acompaña a su denuncia;","ser2,ser7",EMPRESA DE TRANSPORTES RONCO PERÚ S.A.C.,1 UIT Pago de costas y costos,S/.43.75,1,i 17 diciembre 2008 adquirió empresa ronco perú boleto ruta chiclayo - lima dicha oportunidad contaba 13 equipajes cuales entregó denunciada ii llegar ciudad lima 18 diciembre 2008 empresa denunciada cumplió devolverle dos maletas entregó equipaje iii reclamo ronco perú alegó entregado dicho equipaje hecho cierto aún cuenta tickets maletas faltantes iv solicitó constatación policial comisaría sector acompaña denuncia
150,1849-2010/SPC-INDECOPI,2010,"se denuncio a Arequipa Express
Marvisur E.I.R.L. por haber entregado a un tercero
la encomienda que le fue enviada, valorizada en S/. 8 190,00, ya que la
firma consignada en la guía de remisión suscrita para el retiro de referida
encomienda no correspondía a su firma. Asimismo destacó que la
encomienda no se entregó en la dirección estipulada al contratar el servicio
sino en las oficinas de Marvisur,","ser2,ser11,ser12",AREQUIPA EXPRESO MARVISUR E.I.R.L.,1 UIT Pago de costas y costos,S/.320.00,1,denuncio arequipa express marvisur i r l haber entregado tercero encomienda enviada valorizada s 8 190 00 firma consignada guía remisión suscrita retiro referida encomienda correspondía firma asimismo destacó encomienda entregó dirección estipulada contratar servicio sino oficinas marvisur
151,1934-2010/SPC-INDECOPI,2010,"(i) El 2 de octubre de 2008, contrató los servicios de Transportes Junín con
la finalidad de viajar desde Lima a la ciudad de Tingo María el 4 de
octubre de 2008;
(ii) cuando se disponía a viajar, entregó al personal de Transportes Junín
su equipaje. Sin embargo, éste no llegó a su destino;
(iii) el 5 de octubre de 2008 interpuso una denuncia ante la Comisaría de
Tingo María;",ser2,Empresa de Transporte Junín S.R.L.,1 UIT Pago de costas y costos,S/.500.00,1,i 2 octubre 2008 contrató servicios transportes junín finalidad viajar lima ciudad tingo maría 4 octubre 2008 ii disponía viajar entregó personal transportes junín equipaje embargo éste llegó destino iii 5 octubre 2008 interpuso denuncia comisaría tingo maría
152,1895-2010/SPC-INDECOPI,2010,"(i) Que el 3 de febrero de 2008, a las 5:00 a.m., abordaron el servicio de transporte brindado por ETRASECHI para la ruta Piura - Tambogrande,
y colocaron su equipaje en la parrilla del vehículo sin que se les
entregara boleto de viaje ni ticket de equipaje;
(ii) luego de abordar el vehículo, el chofer no daba marcha al mismo,
avanzando y retrocediendo el ómnibus medio metro de distancia por un
lapso aproximado de 10 minutos, el cobrador indicó que lo hizo porque
faltaba un pasajero, lo que no era cierto, y ante el reclamo de los
pasajeros el chofer dio marcha a la unidad vehicular que no paró en el
trayecto;
(iii) al llegar a su destino, el cobrador les indicó que sus equipajes habían
sido robados, mostrando el chofer una actitud agresiva frente a sus
reclamos;
(iv) el administrador de la empresa les propuso devolverles el 20% del valor
de lo declarado, ante lo cual se negaron;","ser2,ser13,ser15",EMPRESA DE TRANSPORTES RAMOS,7 UIT Pago de costas y costos,S/.30.00,1,i 3 febrero 2008 5 00 m abordaron servicio transporte brindado etrasechi ruta piura - tambogrande colocaron equipaje parrilla vehículo entregara boleto viaje ticket equipaje ii luego abordar vehículo chofer daba marcha mismo avanzando retrocediendo ómnibus medio metro distancia lapso aproximado 10 minutos cobrador indicó hizo faltaba pasajero cierto reclamo pasajeros chofer dio marcha unidad vehicular paró trayecto iii llegar destino cobrador indicó equipajes sido robados mostrando chofer actitud agresiva frente reclamos iv administrador empresa propuso devolverles 20 valor declarado negaron
153,1957-2010/SPC-INDECOPI,2010,"En su denuncia, señaló que adquirió de Transportes Carmelitas un boleto de
viaje para el día 12 de julio de 2008 en el trayecto Huancayo – Lima, siendo
que a su arribo a la ciudad de Lima, se percató que su maletín se había
extraviado por lo que efectuó su reclamo ante el chofer y su ayudante; sin
embargo, no le dieron razón sobre su paradero. Agregó, que posteriormente
acudió a la agencia de la denunciada en donde igualmente no recibió
respuesta satisfactoria.",ser2,EMPRESA DE TRANSPORTES DE CARMELITAS,0,0,0,denuncia señaló adquirió transportes carmelitas boleto viaje día 12 julio 2008 trayecto huancayo lima siendo arribo ciudad lima percató maletín extraviado efectuó reclamo chofer ayudante embargo dieron razón paradero agregó posteriormente acudió agencia denunciada igualmente recibió respuesta satisfactoria
154,1958-2010/SPC-INDECOPI,2010,"Adquirió de la denunciada un boleto de viaje para el 1 de julio de 2008
en el trayecto Tingo María – Lima siendo que al embarcarse, el personal
de Transmar colocó su equipaje en la bodega del ómnibus sin haberle
solicitado previamente la declaración de los bienes que llevaba;
(ii) el día 2 de julio de 2008, fecha en la que arribó a la ciudad de Lima,
solicitó la devolución de su equipaje; no obstante, le indicaron que éste
no se encontraba, por lo que tuvo que esperar hasta las 6:00 pm junto
con 4 personas más que tenían el mismo inconveniente;",ser2,TRANSMAR EXPRESS S.A.C.,1 UIT Pago de costas y costos,S/.350.00,1,adquirió denunciada boleto viaje 1 julio 2008 trayecto tingo maría lima siendo embarcarse personal transmar colocó equipaje bodega ómnibus haberle solicitado previamente declaración bienes llevaba ii día 2 julio 2008 fecha arribó ciudad lima solicitó devolución equipaje obstante indicaron éste encontraba esperar 6 00 pm junto 4 personas mismo inconveniente
