,params,mean_test_accuracy,std_test_accuracy,model_name
133,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
140,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
141,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
142,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
143,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
144,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.0717635,N-gramas + SVC
150,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
151,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
153,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
160,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
161,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
162,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
163,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
170,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
171,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
172,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
173,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
174,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
181,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
183,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
191,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
193,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
201,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
203,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
205,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
210,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
211,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
213,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
220,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
221,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
222,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
223,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
230,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
231,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
232,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
233,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
234,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
240,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
241,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
242,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
243,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
250,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
251,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
252,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
253,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
254,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
256,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
258,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
260,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
261,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
262,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
263,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
264,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
266,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
268,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
270,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
271,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
272,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
273,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
280,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
281,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
282,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
283,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
284,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
286,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
288,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
290,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
291,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
292,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
293,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 0.1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
294,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
295,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
297,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
299,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.64,0.053851648,N-gramas + SVC
300,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 0.01, 'SVMPred__kernel': 'linear'}",0.64,0.053851648,N-gramas + SVC
